window_type,anchor_time,window_start,window_end,trades,total_return_pct,max_drawdown_pct,profit_factor,win_rate,trailing_consec_losses,max_consec_losses_in_window,stop_exit_freq,avg_trade_return
day_180,2025-04-28T20:00:00+00:00,2024-10-30T20:00:00+00:00,2025-04-28T20:00:00+00:00,19,0.0899839227850161,0.046054325784626746,1.918883433170279,0.47368421052631576,0,5,1.0,0.004763482832753092
day_180,2025-05-05T20:00:00+00:00,2024-11-06T20:00:00+00:00,2025-05-05T20:00:00+00:00,19,0.0899839227850161,0.046054325784626746,1.918883433170279,0.47368421052631576,0,5,1.0,0.004763482832753092
day_180,2025-05-12T20:00:00+00:00,2024-11-13T20:00:00+00:00,2025-05-12T20:00:00+00:00,20,0.1018021885521847,0.046054325784626746,2.028965322861962,0.5,0,5,1.0,0.005067438970292936
day_180,2025-05-19T20:00:00+00:00,2024-11-20T20:00:00+00:00,2025-05-19T20:00:00+00:00,20,0.1018021885521847,0.046054325784626746,2.028965322861962,0.5,0,5,1.0,0.005067438970292936
day_180,2025-05-26T20:00:00+00:00,2024-11-27T20:00:00+00:00,2025-05-26T20:00:00+00:00,20,0.010238711179303861,0.04605432578462659,1.1062860784707718,0.45,1,5,1.0,0.0006064788312054722
day_180,2025-06-02T20:00:00+00:00,2024-12-04T20:00:00+00:00,2025-06-02T20:00:00+00:00,18,0.006539897026225372,0.046054325784626544,1.079661531826058,0.4444444444444444,1,5,1.0,0.0004625564276427516
day_180,2025-06-09T20:00:00+00:00,2024-12-11T20:00:00+00:00,2025-06-09T20:00:00+00:00,19,-0.005449984657217799,0.046054325784626544,0.969200530779188,0.42105263157894735,2,5,1.0,-0.00018873488803398925
day_180,2025-06-16T20:00:00+00:00,2024-12-18T20:00:00+00:00,2025-06-16T20:00:00+00:00,19,-0.0006288692795515249,0.0382814897395094,1.0109216162289008,0.42105263157894735,1,4,1.0,6.498658886463695e-05
day_180,2025-06-23T20:00:00+00:00,2024-12-25T20:00:00+00:00,2025-06-23T20:00:00+00:00,21,-0.010260023390751827,0.0382814897395094,0.9313390858293028,0.38095238095238093,3,4,1.0,-0.0004012272034288931
day_180,2025-06-30T20:00:00+00:00,2025-01-01T20:00:00+00:00,2025-06-30T20:00:00+00:00,20,0.0019735975724239907,0.03616878765684831,1.0342401989236865,0.4,3,3,1.0,0.00018918765018491557
day_180,2025-07-07T20:00:00+00:00,2025-01-08T20:00:00+00:00,2025-07-07T20:00:00+00:00,20,0.0019735975724239907,0.03616878765684831,1.0342401989236865,0.4,3,3,1.0,0.00018918765018491557
day_180,2025-07-14T20:00:00+00:00,2025-01-15T20:00:00+00:00,2025-07-14T20:00:00+00:00,20,0.0019735975724239907,0.03616878765684831,1.0342401989236865,0.4,3,3,1.0,0.00018918765018491557
day_180,2025-07-21T20:00:00+00:00,2025-01-22T20:00:00+00:00,2025-07-21T20:00:00+00:00,21,0.020615584705206746,0.03616878765684831,1.2026042730611157,0.42857142857142855,0,3,1.0,0.001066143848813066
day_180,2025-07-28T20:00:00+00:00,2025-01-29T20:00:00+00:00,2025-07-28T20:00:00+00:00,20,0.024289465754883777,0.03616878765684841,1.242947311530114,0.45,0,3,1.0,0.0012987890688575601
day_180,2025-08-04T20:00:00+00:00,2025-02-05T20:00:00+00:00,2025-08-04T20:00:00+00:00,19,0.031786471108631975,0.03616878765684806,1.333574554727312,0.47368421052631576,0,3,1.0,0.001749569728946091
day_180,2025-08-11T20:00:00+00:00,2025-02-12T20:00:00+00:00,2025-08-11T20:00:00+00:00,19,0.051533843352918884,0.036168787656848514,1.6206199972415074,0.5263157894736842,0,3,1.0,0.0027410330605580372
day_180,2025-08-18T20:00:00+00:00,2025-02-19T20:00:00+00:00,2025-08-18T20:00:00+00:00,19,0.08244091496093131,0.036168787656848084,1.9791924057874477,0.5263157894736842,0,3,1.0,0.004324705566756508
day_180,2025-08-25T20:00:00+00:00,2025-02-26T20:00:00+00:00,2025-08-25T20:00:00+00:00,19,0.0839128690496822,0.03616878765684835,2.011224474857308,0.5263157894736842,1,3,1.0,0.0043950472822362864
day_180,2025-09-01T20:00:00+00:00,2025-03-05T20:00:00+00:00,2025-09-01T20:00:00+00:00,18,0.05862945338286507,0.036168787656848105,1.7220085572276937,0.5,1,3,1.0,0.0033123744032759624
day_180,2025-09-08T20:00:00+00:00,2025-03-12T20:00:00+00:00,2025-09-08T20:00:00+00:00,18,0.08065563610699411,0.03616878765684801,2.18618305752299,0.5555555555555556,0,3,1.0,0.00445089871332591
day_180,2025-09-15T20:00:00+00:00,2025-03-19T20:00:00+00:00,2025-09-15T20:00:00+00:00,17,0.07498164674863572,0.03616878765684824,2.260053753342831,0.5882352941176471,0,3,1.0,0.00439191145295071
day_180,2025-09-22T20:00:00+00:00,2025-03-26T20:00:00+00:00,2025-09-22T20:00:00+00:00,17,0.07498164674863572,0.03616878765684824,2.260053753342831,0.5882352941176471,0,3,1.0,0.00439191145295071
day_180,2025-09-29T20:00:00+00:00,2025-04-02T20:00:00+00:00,2025-09-29T20:00:00+00:00,15,0.07527202176179792,0.03616878765684826,2.297623960104256,0.6,0,3,1.0,0.004995378034886477
day_180,2025-10-06T20:00:00+00:00,2025-04-09T20:00:00+00:00,2025-10-06T20:00:00+00:00,13,0.04278882155510533,0.03616878765684822,1.760701810912076,0.5384615384615384,0,3,1.0,0.0033789507421850685
day_180,2025-10-13T20:00:00+00:00,2025-04-16T20:00:00+00:00,2025-10-13T20:00:00+00:00,13,0.04278882155510533,0.03616878765684822,1.760701810912076,0.5384615384615384,0,3,1.0,0.0033789507421850685
day_180,2025-10-20T20:00:00+00:00,2025-04-23T20:00:00+00:00,2025-10-20T20:00:00+00:00,13,0.04278882155510533,0.03616878765684822,1.760701810912076,0.5384615384615384,0,3,1.0,0.0033789507421850685
day_180,2025-10-27T20:00:00+00:00,2025-04-30T20:00:00+00:00,2025-10-27T20:00:00+00:00,14,0.02925578403334228,0.03616878765684822,1.4376080012016117,0.5,1,3,1.0,0.00221061600969185
day_180,2025-11-03T20:00:00+00:00,2025-05-07T20:00:00+00:00,2025-11-03T20:00:00+00:00,14,0.02925578403334228,0.03616878765684822,1.4376080012016117,0.5,1,3,1.0,0.00221061600969185
day_180,2025-11-10T20:00:00+00:00,2025-05-14T20:00:00+00:00,2025-11-10T20:00:00+00:00,15,0.057831318874339344,0.03616878765684828,1.830030213467219,0.5333333333333333,0,3,1.0,0.003913440495805007
day_180,2025-11-17T20:00:00+00:00,2025-05-21T20:00:00+00:00,2025-11-17T20:00:00+00:00,15,0.057831318874339344,0.03616878765684828,1.830030213467219,0.5333333333333333,0,3,1.0,0.003913440495805007
day_180,2025-11-24T20:00:00+00:00,2025-05-28T20:00:00+00:00,2025-11-24T20:00:00+00:00,15,0.09182002341159046,0.020868732280106328,2.639500474750547,0.6,0,3,1.0,0.006022005521230978
day_180,2025-12-01T20:00:00+00:00,2025-06-04T20:00:00+00:00,2025-12-01T20:00:00+00:00,16,0.12126028770010522,0.020868732280106328,3.128907036591269,0.625,0,3,1.0,0.007330904743919065
day_180,2025-12-08T20:00:00+00:00,2025-06-11T20:00:00+00:00,2025-12-08T20:00:00+00:00,17,0.11907241005675706,0.018877231333338955,3.0205730794017933,0.5882352941176471,2,3,1.0,0.006783437301700072
day_180,2025-12-15T20:00:00+00:00,2025-06-18T20:00:00+00:00,2025-12-15T20:00:00+00:00,13,0.12930929686740322,0.018877231333338795,3.9125394189481395,0.6923076923076923,2,2,1.0,0.009567376378145373
day_180,2025-12-22T20:00:00+00:00,2025-06-25T20:00:00+00:00,2025-12-22T20:00:00+00:00,15,0.13016601836408848,0.018877231333338795,3.712324342988525,0.6666666666666666,0,3,1.0,0.008343265961654717
day_180,2025-12-29T20:00:00+00:00,2025-07-02T20:00:00+00:00,2025-12-29T20:00:00+00:00,17,0.11663748442683497,0.02490555698444096,2.9458249922482738,0.5882352941176471,2,3,1.0,0.006655482592904905
day_180,2026-01-05T20:00:00+00:00,2025-07-09T20:00:00+00:00,2026-01-05T20:00:00+00:00,18,0.10948168862421448,0.031154296454324385,2.653394372836861,0.5555555555555556,3,3,1.0,0.005929714514571835
day_180,2026-01-12T20:00:00+00:00,2025-07-16T20:00:00+00:00,2026-01-12T20:00:00+00:00,17,0.0892165234892286,0.031154296454324677,2.365186333240586,0.5294117647058824,3,3,1.0,0.005184093731818643
day_180,2026-01-19T20:00:00+00:00,2025-07-23T20:00:00+00:00,2026-01-19T20:00:00+00:00,19,0.08020061057272043,0.03917384840228709,2.0960125983701645,0.47368421052631576,5,5,1.0,0.004202069703510766
day_180,2026-01-26T20:00:00+00:00,2025-07-30T20:00:00+00:00,2026-01-26T20:00:00+00:00,19,0.08020061057272043,0.03917384840228709,2.0960125983701645,0.47368421052631576,5,5,1.0,0.004202069703510766
day_180,2026-02-02T20:00:00+00:00,2025-08-06T20:00:00+00:00,2026-02-02T20:00:00+00:00,19,0.08020061057272043,0.03917384840228709,2.0960125983701645,0.47368421052631576,5,5,1.0,0.004202069703510766
day_180,2026-02-09T20:00:00+00:00,2025-08-13T20:00:00+00:00,2026-02-09T20:00:00+00:00,19,0.117509423645757,0.039173848402286576,2.5716214266232,0.47368421052631576,0,5,1.0,0.006025535465579823
day_180,2026-02-16T20:00:00+00:00,2025-08-20T20:00:00+00:00,2026-02-16T20:00:00+00:00,18,0.06043944734927442,0.03917384840228685,1.8328322733261913,0.4444444444444444,0,5,1.0,0.003370438042208054
day_180,2026-02-23T20:00:00+00:00,2025-08-27T20:00:00+00:00,2026-02-23T20:00:00+00:00,17,0.07750479088857243,0.03917384840228672,2.3420307738085535,0.47058823529411764,0,5,1.0,0.004500336480994588
day_180,2026-03-02T20:00:00+00:00,2025-09-03T20:00:00+00:00,2026-03-02T20:00:00+00:00,20,0.05116685961557055,0.03917384840228639,1.6197733177284612,0.45,2,5,1.0,0.002597172564165116
day_180,2026-03-09T20:00:00+00:00,2025-09-10T20:00:00+00:00,2026-03-09T20:00:00+00:00,21,0.039771532539901955,0.03917384840228639,1.434256216844433,0.42857142857142855,3,5,1.0,0.001957276475419751
day_180,2026-03-16T20:00:00+00:00,2025-09-17T20:00:00+00:00,2026-03-16T20:00:00+00:00,21,0.027711899305981946,0.04402623566647588,1.2894158472576507,0.38095238095238093,4,5,1.0,0.0014024671859279444
day_180,2026-03-23T20:00:00+00:00,2025-09-24T20:00:00+00:00,2026-03-23T20:00:00+00:00,21,0.027711899305981946,0.04402623566647588,1.2894158472576507,0.38095238095238093,4,5,1.0,0.0014024671859279444
day_180,2026-03-30T20:00:00+00:00,2025-10-01T20:00:00+00:00,2026-03-30T20:00:00+00:00,22,0.014017017149750677,0.056765163819236845,1.1401199832419315,0.36363636363636365,5,5,1.0,0.0007330093888273665
day_180,2026-04-06T20:00:00+00:00,2025-10-08T20:00:00+00:00,2026-04-06T20:00:00+00:00,23,0.004476383531539341,0.06563982552188681,1.0539566334083983,0.34782608695652173,6,6,1.0,0.0002920632852188603
day_180,2026-04-13T20:00:00+00:00,2025-10-15T20:00:00+00:00,2026-04-13T20:00:00+00:00,23,0.004476383531539341,0.06563982552188681,1.0539566334083983,0.34782608695652173,6,6,1.0,0.0002920632852188603
day_180,2026-04-20T20:00:00+00:00,2025-10-22T20:00:00+00:00,2026-04-20T20:00:00+00:00,23,0.016254460097728796,0.06695196504462961,1.1619752229008613,0.34782608695652173,7,7,1.0,0.0007952553178934038
day_180,2026-04-27T20:00:00+00:00,2025-10-29T20:00:00+00:00,2026-04-27T20:00:00+00:00,24,0.01183721086140399,0.07100754942992679,1.1189069382361254,0.3333333333333333,8,8,1.0,0.0005810114447124414
day_180,2026-05-04T20:00:00+00:00,2025-11-05T20:00:00+00:00,2026-05-04T20:00:00+00:00,24,0.01183721086140399,0.07100754942992679,1.1189069382361254,0.3333333333333333,8,8,1.0,0.0005810114447124414
day_180,2026-05-11T20:00:00+00:00,2025-11-12T20:00:00+00:00,2026-05-11T20:00:00+00:00,22,-0.026055961538251404,0.07100754942992679,0.7897909812346445,0.2727272727272727,8,8,1.0,-0.0011205142823563891
day_180,2026-05-18T20:00:00+00:00,2025-11-19T20:00:00+00:00,2026-05-18T20:00:00+00:00,22,-0.026055961538251404,0.07100754942992679,0.7897909812346445,0.2727272727272727,8,8,1.0,-0.0011205142823563891
day_180,2026-05-25T20:00:00+00:00,2025-11-26T20:00:00+00:00,2026-05-25T20:00:00+00:00,20,-0.06656535250391371,0.07100754942992685,0.42340114342134105,0.2,8,8,1.0,-0.0033809014644549393
day_180,2026-06-01T20:00:00+00:00,2025-12-03T20:00:00+00:00,2026-06-01T20:00:00+00:00,18,-0.05346531086252182,0.07100754942992671,0.4802792952690326,0.2222222222222222,8,8,1.0,-0.002985000496948868
day_180,2026-06-08T20:00:00+00:00,2025-12-10T20:00:00+00:00,2026-06-08T20:00:00+00:00,18,-0.05346531086252182,0.07100754942992671,0.4802792952690326,0.2222222222222222,8,8,1.0,-0.002985000496948868
day_180,2026-06-15T20:00:00+00:00,2025-12-17T20:00:00+00:00,2026-06-15T20:00:00+00:00,17,-0.050200590981613,0.07100754942992671,0.4967968584060736,0.23529411764705882,8,8,1.0,-0.002958396231018467
day_180,2026-06-22T20:00:00+00:00,2025-12-24T20:00:00+00:00,2026-06-22T20:00:00+00:00,16,-0.05418283076877062,0.07100754942992676,0.454670075401723,0.1875,8,8,1.0,-0.0034064440908756584
day_180,2026-06-29T20:00:00+00:00,2025-12-31T20:00:00+00:00,2026-06-29T20:00:00+00:00,14,-0.04272385697393222,0.07100754942992683,0.5167431706430361,0.21428571428571427,8,8,1.0,-0.0030355228648980834
day_180,2026-07-06T20:00:00+00:00,2026-01-07T20:00:00+00:00,2026-07-06T20:00:00+00:00,13,-0.03654973740400125,0.07100754942992683,0.557359190145342,0.23076923076923078,8,8,1.0,-0.002776075176267908
day_180,2026-07-13T20:00:00+00:00,2026-01-14T20:00:00+00:00,2026-07-13T20:00:00+00:00,13,-0.03654973740400125,0.07100754942992683,0.557359190145342,0.23076923076923078,8,8,1.0,-0.002776075176267908
day_180,2026-07-20T20:00:00+00:00,2026-01-21T20:00:00+00:00,2026-07-20T20:00:00+00:00,11,-0.02850828326860111,0.07100754942992704,0.620447766750997,0.2727272727272727,8,8,1.0,-0.0025271552924791304
day_180,2026-07-27T20:00:00+00:00,2026-01-28T20:00:00+00:00,2026-07-27T20:00:00+00:00,11,-0.02850828326860111,0.07100754942992704,0.620447766750997,0.2727272727272727,8,8,1.0,-0.0025271552924791304
day_180,2026-08-03T20:00:00+00:00,2026-02-04T20:00:00+00:00,2026-08-03T20:00:00+00:00,11,-0.02850828326860111,0.07100754942992704,0.620447766750997,0.2727272727272727,8,8,1.0,-0.0025271552924791304
day_180,2026-08-10T20:00:00+00:00,2026-02-11T20:00:00+00:00,2026-08-10T20:00:00+00:00,10,-0.06384421265939855,0.07100754942992676,0.10508228373146858,0.2,8,8,1.0,-0.006554448714491991
day_180,2026-08-17T20:00:00+00:00,2026-02-18T20:00:00+00:00,2026-08-17T20:00:00+00:00,10,-0.06384421265939855,0.07100754942992676,0.10508228373146858,0.2,8,8,1.0,-0.006554448714491991
day_180,2026-08-24T20:00:00+00:00,2026-02-25T20:00:00+00:00,2026-08-24T20:00:00+00:00,8,-0.07100754942992693,0.07100754942992693,0.0,0.0,8,8,1.0,-0.009155099674724235
day_180,2026-08-31T20:00:00+00:00,2026-03-04T20:00:00+00:00,2026-08-31T20:00:00+00:00,6,-0.04559484257119162,0.04559484257119162,0.0,0.0,6,6,1.0,-0.007739636817166786
day_180,2026-09-07T20:00:00+00:00,2026-03-11T20:00:00+00:00,2026-09-07T20:00:00+00:00,4,-0.02822390610506076,0.02822390610506076,0.0,0.0,4,4,1.0,-0.0071213179360270565
day_180,2026-09-14T20:00:00+00:00,2026-03-18T20:00:00+00:00,2026-09-14T20:00:00+00:00,4,-0.02822390610506076,0.02822390610506076,0.0,0.0,4,4,1.0,-0.0071213179360270565
day_180,2026-09-21T20:00:00+00:00,2026-03-25T20:00:00+00:00,2026-09-21T20:00:00+00:00,4,-0.02822390610506076,0.02822390610506076,0.0,0.0,4,4,1.0,-0.0071213179360270565
day_180,2026-09-28T20:00:00+00:00,2026-04-01T20:00:00+00:00,2026-09-28T20:00:00+00:00,2,-0.005744812391044074,0.005744812391044074,0.0,0.0,2,2,1.0,-0.0028754581998275907
day_180,2026-10-05T20:00:00+00:00,2026-04-08T20:00:00+00:00,2026-10-05T20:00:00+00:00,2,-0.005744812391044074,0.005744812391044074,0.0,0.0,2,2,1.0,-0.0028754581998275907
day_180,2026-10-12T20:00:00+00:00,2026-04-15T20:00:00+00:00,2026-10-12T20:00:00+00:00,2,-0.005744812391044074,0.005744812391044074,0.0,0.0,2,2,1.0,-0.0028754581998275907
day_180,2026-10-19T20:00:00+00:00,2026-04-22T20:00:00+00:00,2026-10-19T20:00:00+00:00,1,-0.00434659763844969,0.00434659763844969,0.0,0.0,1,1,1.0,-0.0043465976384496905
day_30,2022-07-01T20:00:00+00:00,2022-06-01T20:00:00+00:00,2022-07-01T20:00:00+00:00,5,0.05279761213921552,0.03150290733302541,2.6472630030996096,0.2,1,3,1.0,0.011074804350013394
day_30,2022-07-08T20:00:00+00:00,2022-06-08T20:00:00+00:00,2022-07-08T20:00:00+00:00,3,0.08914153588263951,0.0017880621206725353,50.848709126506364,0.6666666666666666,0,1,1.0,0.0297108628511752
day_30,2022-07-15T20:00:00+00:00,2022-06-15T20:00:00+00:00,2022-07-15T20:00:00+00:00,5,0.08982994932769217,0.0025403590026742916,21.740296612324457,0.6,1,1,1.0,0.017954547592252436
day_30,2022-07-22T20:00:00+00:00,2022-06-22T20:00:00+00:00,2022-07-22T20:00:00+00:00,4,0.0007714976048358579,0.00254035900267417,1.1808838906383987,0.5,1,1,1.0,0.00019573541327809712
day_30,2022-07-29T20:00:00+00:00,2022-06-29T20:00:00+00:00,2022-07-29T20:00:00+00:00,4,0.0007714976048358579,0.00254035900267417,1.1808838906383987,0.5,1,1,1.0,0.00019573541327809712
day_30,2022-08-05T20:00:00+00:00,2022-07-06T20:00:00+00:00,2022-08-05T20:00:00+00:00,3,-0.009169024810992243,0.012310379954422692,0.2578387289096511,0.3333333333333333,2,2,1.0,-0.0030515847051190404
day_30,2022-08-12T20:00:00+00:00,2022-07-13T20:00:00+00:00,2022-08-12T20:00:00+00:00,4,-0.020619033627174765,0.02372408737815008,0.13312452475507824,0.25,3,3,1.0,-0.0051776799670607285
day_30,2022-08-19T20:00:00+00:00,2022-07-20T20:00:00+00:00,2022-08-19T20:00:00+00:00,4,-0.013527926208500962,0.02123767970631385,0.39001710479246265,0.25,1,2,1.0,-0.0033668898171761072
day_30,2022-08-26T20:00:00+00:00,2022-07-27T20:00:00+00:00,2022-08-26T20:00:00+00:00,5,-0.03173014787324524,0.03173014787324524,0.21245833247092358,0.2,2,2,1.0,-0.006383879203884736
day_30,2022-09-02T20:00:00+00:00,2022-08-03T20:00:00+00:00,2022-09-02T20:00:00+00:00,4,-0.022152223239605418,0.022152223239605418,0.280165304132666,0.25,2,2,1.0,-0.005531123124082493
day_30,2022-09-09T20:00:00+00:00,2022-08-10T20:00:00+00:00,2022-09-09T20:00:00+00:00,4,-0.0316385382080413,0.03990593303070954,0.2135425882621122,0.25,3,3,1.0,-0.007928401018553029
day_30,2022-09-16T20:00:00+00:00,2022-08-17T20:00:00+00:00,2022-09-16T20:00:00+00:00,2,-0.03920674856649853,0.03920674856649853,0.0,0.0,2,2,1.0,-0.01979845704074359
day_30,2022-09-23T20:00:00+00:00,2022-08-24T20:00:00+00:00,2022-09-23T20:00:00+00:00,3,-0.033120078918101536,0.03920674856649853,0.15998838190690373,0.3333333333333333,0,2,1.0,-0.011087289289694451
day_30,2022-09-30T20:00:00+00:00,2022-08-31T20:00:00+00:00,2022-09-30T20:00:00+00:00,3,-0.029123359347420275,0.029123359347420275,0.17825335898466216,0.3333333333333333,1,1,1.0,-0.009734838425808134
day_30,2022-10-07T20:00:00+00:00,2022-09-07T20:00:00+00:00,2022-10-07T20:00:00+00:00,4,-0.04319031447231325,0.04319031447231325,0.12662878972015032,0.25,2,2,1.0,-0.010923359115122046
day_30,2022-10-14T20:00:00+00:00,2022-09-14T20:00:00+00:00,2022-10-14T20:00:00+00:00,5,-0.028132241670196123,0.034250310582272125,0.18295165692848572,0.2,4,4,1.0,-0.005658368006089488
day_30,2022-10-21T20:00:00+00:00,2022-09-21T20:00:00+00:00,2022-10-21T20:00:00+00:00,4,-0.034250310582272236,0.034250310582272236,0.0,0.0,4,4,1.0,-0.008656721560712816
day_30,2022-10-28T20:00:00+00:00,2022-09-28T20:00:00+00:00,2022-10-28T20:00:00+00:00,6,-0.04675210529745122,0.04675210529745122,0.0,0.0,6,6,1.0,-0.007935544301518249
day_30,2022-11-04T20:00:00+00:00,2022-10-05T20:00:00+00:00,2022-11-04T20:00:00+00:00,4,-0.018610925913862375,0.018610925913862375,0.0,0.0,4,4,1.0,-0.004682465116746356
day_30,2022-11-11T20:00:00+00:00,2022-10-12T20:00:00+00:00,2022-11-11T20:00:00+00:00,5,-0.033982365946292004,0.033982365946292004,0.0,0.0,5,5,1.0,-0.006878560470080073
day_30,2022-11-18T20:00:00+00:00,2022-10-19T20:00:00+00:00,2022-11-18T20:00:00+00:00,3,-0.02840535326180882,0.02840535326180882,0.0,0.0,3,3,1.0,-0.009549773816557725
day_30,2022-11-25T20:00:00+00:00,2022-10-26T20:00:00+00:00,2022-11-25T20:00:00+00:00,1,-0.015662941883414994,0.015662941883414994,0.0,0.0,1,1,1.0,-0.01566294188341494
day_30,2022-12-02T20:00:00+00:00,2022-11-02T20:00:00+00:00,2022-12-02T20:00:00+00:00,3,-0.03548620236569133,0.03548620236569133,0.0,0.0,3,3,1.0,-0.011966152031792653
day_30,2022-12-09T20:00:00+00:00,2022-11-09T20:00:00+00:00,2022-12-09T20:00:00+00:00,4,-0.0391955945886997,0.0391955945886997,0.0,0.0,4,4,1.0,-0.009942590959966023
day_30,2022-12-16T20:00:00+00:00,2022-11-16T20:00:00+00:00,2022-12-16T20:00:00+00:00,5,-0.044175488661315265,0.044175488661315265,0.0,0.0,5,5,1.0,-0.008990682101687056
day_30,2022-12-23T20:00:00+00:00,2022-11-23T20:00:00+00:00,2022-12-23T20:00:00+00:00,5,-0.044175488661315265,0.044175488661315265,0.0,0.0,5,5,1.0,-0.008990682101687056
day_30,2022-12-30T20:00:00+00:00,2022-11-30T20:00:00+00:00,2022-12-30T20:00:00+00:00,3,-0.024530815552351593,0.024530815552351593,0.0,0.0,3,3,1.0,-0.008239298765490755
day_30,2023-01-06T20:00:00+00:00,2022-12-07T20:00:00+00:00,2023-01-06T20:00:00+00:00,4,-0.029817447955938436,0.029817447955938436,0.0,0.0,4,4,1.0,-0.007534368848825984
day_30,2023-01-13T20:00:00+00:00,2022-12-14T20:00:00+00:00,2023-01-13T20:00:00+00:00,1,-0.005419579098831617,0.005419579098831617,0.0,0.0,1,1,1.0,-0.005419579098831673
day_30,2023-01-20T20:00:00+00:00,2022-12-21T20:00:00+00:00,2023-01-20T20:00:00+00:00,1,-0.005419579098831617,0.005419579098831617,0.0,0.0,1,1,1.0,-0.005419579098831673
